cycle,at,strategyId,username,cash,openPositions,markedPositions,liquidationValue,equity,realizedPnl,feesPaid,slippagePaid,markValue
20260922T232109Z,2026-09-22T23:21:09Z,weather-bracket,WeatherCatalyst,7714.2014,8,8,1065.3885,8779.5899,-612.1092,93.9114,124.1203,1065.3885
20260922T232109Z,2026-09-22T23:21:09Z,weather-fade,WeatherFader,8900.5105,7,7,1095.783,9996.2935,0.0,8.3385,19.525,1095.783
20260922T232109Z,2026-09-22T23:21:09Z,heat-confirm,HeatConfirm,9449.2604,8,8,211.3083,9660.5687,-83.1318,31.9489,76.0905,211.3083
20260922T232109Z,2026-09-22T23:21:09Z,fda-premium,FDAReaction,3923.8181,8,8,1152.3354,5076.1535,0.0,26.6905,186.5278,1152.3354
20260922T232109Z,2026-09-22T23:21:09Z,game-favourite,GridironPulse,228.5988,6,6,14140.02,14368.6188,4560.5896,288.782,31.5504,14140.02
20260922T232109Z,2026-09-22T23:21:09Z,underdog-sweep,SportsPredLab,0.1468,6,6,3.64,3.7868,-9995.3257,386.1796,1363.9207,3.64
20260922T232109Z,2026-09-22T23:21:09Z,halftime-hype,HalftimeHype,9965.0624,1,1,29.146,9994.2084,0.0,1.6386,0.79,29.146
20260922T232109Z,2026-09-22T23:21:09Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232109Z,2026-09-22T23:21:09Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232109Z,2026-09-22T23:21:09Z,gold-leader,MetalMomentum,5000.4446,0,0,0.0,5000.4446,-4999.5554,78.0454,85.6269,0.0
20260922T232109Z,2026-09-22T23:21:09Z,micro-tail,TailSprint15,9488.179,0,0,0.0,9488.179,-511.821,32.179,181.411,0.0
20260922T232109Z,2026-09-22T23:21:09Z,scalp-8095,HighProbScalp,10536.6047,2,2,201.8,10738.4047,746.5584,61.1408,80.35,201.8
20260922T232109Z,2026-09-22T23:21:09Z,panic-fade,PanicFader,316.4742,2,2,889.46,1205.9342,-8734.9217,678.3906,474.117,889.46
20260922T232109Z,2026-09-22T23:21:09Z,longshot-fader,LongshotFader,178.1704,8,8,14544.49,14722.6604,5093.8848,419.8481,141.2141,14544.49
20260922T232109Z,2026-09-22T23:21:09Z,injury-fade,InjuryFade,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232109Z,2026-09-22T23:21:09Z,tipoff-triage,TipoffTriage,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232109Z,2026-09-22T23:21:09Z,nowcast-nudge,NowcastNudge,2500.1884,2,2,6468.09,8968.2784,0.0,262.5588,291.501,6468.09
20260922T232109Z,2026-09-22T23:21:09Z,leap-mapper,LeapMapper,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232626Z,2026-09-22T23:26:26Z,book-edge,BookRocket,102.9104,8,8,7300.0058,7402.9162,3885.4536,902.0263,363.5216,7300.0058
20260922T232626Z,2026-09-22T23:26:26Z,tick-chaser,TickChaser,3.7527,8,8,1379.41,1383.1627,-8483.1235,1176.9642,82.1349,1379.41
20260922T232626Z,2026-09-22T23:26:26Z,tail-sprint,TailSprint,0.0236,8,8,10.64,10.6636,-9983.7867,710.9631,1489.3836,10.64
20260922T232626Z,2026-09-22T23:26:26Z,depth-diver,DepthDiver,68.4695,8,8,1332.33,1400.7995,-8213.6752,466.9002,84.331,1332.33
20260922T232626Z,2026-09-22T23:26:26Z,dip-hunter,DipHunter,0.0344,8,8,299.78,299.8144,-8362.8154,546.5729,2399.1866,299.78
20260922T232626Z,2026-09-22T23:26:26Z,spike-surfer,SpikeSurfer,428.9479,8,8,10502.59,10931.5379,1302.6995,573.8729,203.7906,10502.59
20260922T232626Z,2026-09-22T23:26:26Z,sure-thing,SureThing,2792.6468,3,3,8560.33,11352.9768,1488.8271,138.5322,43.774,8560.33
20260922T232626Z,2026-09-22T23:26:26Z,yield-sniper,YieldSniper,452.0224,8,8,9501.02,9953.0424,58.5195,12.2604,31.8248,9501.02
20260922T232626Z,2026-09-22T23:26:26Z,pinepilot,PinePilotX,113.7061,8,8,7893.6127,8007.3188,0.0,309.2201,45.9669,7893.6127
20260922T232626Z,2026-09-22T23:26:26Z,ceo-fav,CEOExitFav,9255.5329,3,3,689.412,9944.9449,0.0,4.1776,16.4499,689.412
20260922T232626Z,2026-09-22T23:26:26Z,weather-bracket,WeatherCatalyst,7714.2014,8,8,1065.3885,8779.5899,-612.1092,93.9114,124.1203,1065.3885
20260922T232626Z,2026-09-22T23:26:26Z,weather-fade,WeatherFader,8900.5105,7,7,1085.743,9986.2535,0.0,8.3385,19.525,1085.743
20260922T232626Z,2026-09-22T23:26:26Z,heat-confirm,HeatConfirm,9449.2604,8,8,200.5175,9649.7779,-83.1318,31.9489,76.0905,200.5175
20260922T232626Z,2026-09-22T23:26:26Z,fda-premium,FDAReaction,3923.8181,8,8,1152.3354,5076.1535,0.0,26.6905,186.5278,1152.3354
20260922T232626Z,2026-09-22T23:26:26Z,game-favourite,GridironPulse,58.0399,8,8,14290.51,14348.5499,4560.5896,289.7709,31.5504,14290.51
20260922T232626Z,2026-09-22T23:26:26Z,underdog-sweep,SportsPredLab,0.1468,6,6,3.65,3.7968,-9995.3257,386.1796,1363.9207,3.65
20260922T232626Z,2026-09-22T23:26:26Z,halftime-hype,HalftimeHype,9965.0624,1,1,30.267,9995.3294,0.0,1.6386,0.79,30.267
20260922T232626Z,2026-09-22T23:26:26Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232626Z,2026-09-22T23:26:26Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232626Z,2026-09-22T23:26:26Z,gold-leader,MetalMomentum,5000.4446,0,0,0.0,5000.4446,-4999.5554,78.0454,85.6269,0.0
20260922T232626Z,2026-09-22T23:26:26Z,micro-tail,TailSprint15,8827.5219,2,2,291.9334,9119.4553,-511.821,74.7935,464.4718,291.9334
20260922T232626Z,2026-09-22T23:26:26Z,scalp-8095,HighProbScalp,10391.547,3,3,347.8,10739.347,746.5584,63.1985,81.1499,347.8
20260922T232626Z,2026-09-22T23:26:26Z,panic-fade,PanicFader,240.4834,3,3,399.7144,640.1978,-8734.9217,683.3239,519.0157,399.7144
20260922T232626Z,2026-09-22T23:26:26Z,longshot-fader,LongshotFader,178.1704,8,8,14544.49,14722.6604,5093.8848,419.8481,141.2141,14544.49
20260922T232626Z,2026-09-22T23:26:26Z,injury-fade,InjuryFade,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232626Z,2026-09-22T23:26:26Z,tipoff-triage,TipoffTriage,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T232626Z,2026-09-22T23:26:26Z,nowcast-nudge,NowcastNudge,1250.1896,3,3,7680.21,8930.3996,0.0,284.0576,291.501,7680.21
20260922T232626Z,2026-09-22T23:26:26Z,leap-mapper,LeapMapper,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T234700Z,2026-09-22T23:47:00Z,book-edge,BookRocket,102.9104,8,8,7300.0058,7402.9162,3885.4536,902.0263,363.5216,7300.0058
20260922T234700Z,2026-09-22T23:47:00Z,tick-chaser,TickChaser,3.7527,8,8,1378.34,1382.0927,-8483.1235,1176.9642,82.1349,1378.34
20260922T234700Z,2026-09-22T23:47:00Z,tail-sprint,TailSprint,0.0236,8,8,12.99,13.0136,-9983.7867,710.9631,1489.3836,12.99
20260922T234700Z,2026-09-22T23:47:00Z,depth-diver,DepthDiver,68.4695,8,8,1370.94,1439.4095,-8213.6752,466.9002,84.331,1370.94
20260922T234700Z,2026-09-22T23:47:00Z,dip-hunter,DipHunter,0.0344,8,8,299.78,299.8144,-8362.8154,546.5729,2399.1866,299.78
20260922T234700Z,2026-09-22T23:47:00Z,spike-surfer,SpikeSurfer,428.9479,8,8,10430.64,10859.5879,1302.6995,573.8729,203.7906,10430.64
20260922T234700Z,2026-09-22T23:47:00Z,sure-thing,SureThing,2792.6468,3,3,8264.53,11057.1768,1488.8271,138.5322,43.774,8264.53
20260922T234700Z,2026-09-22T23:47:00Z,yield-sniper,YieldSniper,452.0224,8,8,9491.92,9943.9424,58.5195,12.2604,31.8248,9491.92
20260922T234700Z,2026-09-22T23:47:00Z,pinepilot,PinePilotX,113.7061,8,8,7806.0927,7919.7988,0.0,309.2201,45.9669,7806.0927
20260922T234700Z,2026-09-22T23:47:00Z,ceo-fav,CEOExitFav,9255.5329,3,3,689.412,9944.9449,0.0,4.1776,16.4499,689.412
20260922T234700Z,2026-09-22T23:47:00Z,weather-bracket,WeatherCatalyst,7714.2014,8,8,1065.3885,8779.5899,-612.1092,93.9114,124.1203,1065.3885
20260922T234700Z,2026-09-22T23:47:00Z,weather-fade,WeatherFader,8900.5105,7,7,1083.973,9984.4835,0.0,8.3385,19.525,1083.973
20260922T234700Z,2026-09-22T23:47:00Z,heat-confirm,HeatConfirm,9449.2604,8,8,204.3275,9653.5879,-83.1318,31.9489,76.0905,204.3275
20260922T234700Z,2026-09-22T23:47:00Z,fda-premium,FDAReaction,3923.8181,8,8,1152.3354,5076.1535,0.0,26.6905,186.5278,1152.3354
20260922T234700Z,2026-09-22T23:47:00Z,game-favourite,GridironPulse,58.0399,8,8,13879.09,13937.1299,4560.5896,289.7709,31.5504,13879.09
20260922T234700Z,2026-09-22T23:47:00Z,underdog-sweep,SportsPredLab,0.1468,6,6,5.11,5.2568,-9995.3257,386.1796,1363.9207,5.11
20260922T234700Z,2026-09-22T23:47:00Z,halftime-hype,HalftimeHype,2491.5071,3,3,5663.33,8154.8371,0.0,379.3779,974.6599,5663.33
20260922T234700Z,2026-09-22T23:47:00Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T234700Z,2026-09-22T23:47:00Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T234700Z,2026-09-22T23:47:00Z,gold-leader,MetalMomentum,5000.4446,0,0,0.0,5000.4446,-4999.5554,78.0454,85.6269,0.0
20260922T234700Z,2026-09-22T23:47:00Z,micro-tail,TailSprint15,8734.605,2,2,27.27,8777.275,-1172.4781,80.5304,481.7115,42.67
20260922T234700Z,2026-09-22T23:47:00Z,scalp-8095,HighProbScalp,10391.547,3,3,354.2,10745.747,746.5584,63.1985,81.1499,354.2
20260922T234700Z,2026-09-22T23:47:00Z,panic-fade,PanicFader,621.4834,0,0,0.0,621.4834,-9378.5166,683.3239,519.0157,0.0
20260922T234700Z,2026-09-22T23:47:00Z,longshot-fader,LongshotFader,178.1704,8,8,14443.33,14621.5004,5093.8848,419.8481,141.2141,14443.33
20260922T234700Z,2026-09-22T23:47:00Z,injury-fade,InjuryFade,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T234700Z,2026-09-22T23:47:00Z,tipoff-triage,TipoffTriage,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260922T234700Z,2026-09-22T23:47:00Z,nowcast-nudge,NowcastNudge,1250.1896,3,3,7631.07,8881.2596,0.0,284.0576,291.501,7631.07
20260922T234700Z,2026-09-22T23:47:00Z,leap-mapper,LeapMapper,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T042740Z,2026-09-23T04:27:40Z,book-edge,BookRocket,102.9104,8,8,7263.3258,7366.2362,3885.4536,902.0263,363.5216,7263.3258
20260923T042740Z,2026-09-23T04:27:40Z,tick-chaser,TickChaser,7.9667,6,6,255.22,263.1867,-9299.4405,1176.9802,82.1349,255.22
20260923T042740Z,2026-09-23T04:27:40Z,tail-sprint,TailSprint,0.0132,6,6,18.43,18.4532,-9997.264,710.9635,1489.3836,18.44
20260923T042740Z,2026-09-23T04:27:40Z,depth-diver,DepthDiver,34.4482,6,6,1224.01,1258.4582,-8398.4384,466.9715,84.331,1224.01
20260923T042740Z,2026-09-23T04:27:40Z,dip-hunter,DipHunter,0.0344,8,8,299.78,299.8144,-8362.8154,546.5729,2399.1866,299.78
20260923T042740Z,2026-09-23T04:27:40Z,spike-surfer,SpikeSurfer,2128.8942,6,6,11032.91,13161.8042,3447.2094,578.3366,203.7906,11032.91
20260923T042740Z,2026-09-23T04:27:40Z,sure-thing,SureThing,6162.6921,3,3,5687.2465,11849.9386,1986.2325,158.9404,115.7928,5687.2465
20260923T042740Z,2026-09-23T04:27:40Z,yield-sniper,YieldSniper,452.0224,8,8,9491.92,9943.9424,58.5195,12.2604,31.8248,9491.92
20260923T042740Z,2026-09-23T04:27:40Z,pinepilot,PinePilotX,113.7061,8,8,7833.574,7947.2801,0.0,309.2201,45.9669,7833.574
20260923T042740Z,2026-09-23T04:27:40Z,ceo-fav,CEOExitFav,9255.5329,3,3,687.7442,9943.2771,0.0,4.1776,16.4499,687.7442
20260923T042740Z,2026-09-23T04:27:40Z,weather-bracket,WeatherCatalyst,7714.2014,8,8,1065.3885,8779.5899,-612.1092,93.9114,124.1203,1065.3885
20260923T042740Z,2026-09-23T04:27:40Z,weather-fade,WeatherFader,8717.0905,8,8,1305.323,10022.4135,0.0,9.4685,21.815,1305.323
20260923T042740Z,2026-09-23T04:27:40Z,heat-confirm,HeatConfirm,9449.2604,8,8,143.2796,9592.54,-83.1318,31.9489,76.0905,143.2796
20260923T042740Z,2026-09-23T04:27:40Z,fda-premium,FDAReaction,3923.8181,8,8,1152.2147,5076.0328,0.0,26.6905,186.5278,1152.2147
20260923T042740Z,2026-09-23T04:27:40Z,game-favourite,GridironPulse,15276.0399,1,1,2.48,15278.5199,5389.5908,289.7709,31.5504,2.48
20260923T042740Z,2026-09-23T04:27:40Z,underdog-sweep,SportsPredLab,0.3132,2,2,0.39,0.7032,-9998.8532,386.2332,1363.9207,0.39
20260923T042740Z,2026-09-23T04:27:40Z,halftime-hype,HalftimeHype,32121.5071,0,0,0.0,32121.5071,22121.5071,379.3779,974.6599,0.0
20260923T042740Z,2026-09-23T04:27:40Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T042740Z,2026-09-23T04:27:40Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T042740Z,2026-09-23T04:27:40Z,gold-leader,MetalMomentum,5000.4446,0,0,0.0,5000.4446,-4999.5554,78.0454,85.6269,0.0
20260923T042740Z,2026-09-23T04:27:40Z,micro-tail,TailSprint15,8683.0423,0,0,0.0,8683.0423,-1316.9577,83.7331,492.4218,0.0
20260923T042740Z,2026-09-23T04:27:40Z,scalp-8095,HighProbScalp,10763.2994,1,1,63.64,10826.9394,831.547,64.2261,82.1499,63.64
20260923T042740Z,2026-09-23T04:27:40Z,panic-fade,PanicFader,160.0259,2,2,245.7901,405.816,-9378.5166,711.9033,677.5267,245.7901
20260923T042740Z,2026-09-23T04:27:40Z,longshot-fader,LongshotFader,2655.1543,6,6,12247.714,14902.8683,5502.4156,431.8262,144.7692,12247.714
20260923T042740Z,2026-09-23T04:27:40Z,injury-fade,InjuryFade,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T042740Z,2026-09-23T04:27:40Z,tipoff-triage,TipoffTriage,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T042740Z,2026-09-23T04:27:40Z,nowcast-nudge,NowcastNudge,1250.1896,3,3,7581.06,8831.2496,0.0,284.0576,291.501,7581.06
20260923T042740Z,2026-09-23T04:27:40Z,leap-mapper,LeapMapper,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T092857Z,2026-09-23T09:28:57Z,book-edge,BookRocket,102.9104,8,8,7199.6758,7302.5862,3885.4536,902.0263,363.5216,7199.6758
20260923T092857Z,2026-09-23T09:28:57Z,tick-chaser,TickChaser,8.253,4,4,262.94,271.193,-9716.066,1177.4039,82.1349,262.94
20260923T092857Z,2026-09-23T09:28:57Z,tail-sprint,TailSprint,1.21,6,6,1.76,17.85,-9994.7505,712.111,1489.5215,16.64
20260923T092857Z,2026-09-23T09:28:57Z,depth-diver,DepthDiver,21.294,6,6,1218.94,1240.234,-8400.3616,471.146,92.7218,1218.94
20260923T092857Z,2026-09-23T09:28:57Z,dip-hunter,DipHunter,0.0344,8,8,299.78,299.8144,-8362.8154,546.5729,2399.1866,299.78
20260923T092857Z,2026-09-23T09:28:57Z,spike-surfer,SpikeSurfer,2878.1646,6,6,8538.4112,11416.5758,3507.1557,675.8332,276.952,8538.4112
20260923T092857Z,2026-09-23T09:28:57Z,sure-thing,SureThing,11954.1921,1,1,307.51,12261.7021,2273.7778,158.9404,115.7928,307.51
20260923T092857Z,2026-09-23T09:28:57Z,yield-sniper,YieldSniper,452.0224,8,8,9057.3,9509.3224,58.5195,12.2604,31.8248,9057.3
20260923T092857Z,2026-09-23T09:28:57Z,pinepilot,PinePilotX,113.7061,8,8,7832.9296,7946.6357,0.0,309.2201,45.9669,7832.9296
20260923T092857Z,2026-09-23T09:28:57Z,ceo-fav,CEOExitFav,9255.5329,3,3,687.7442,9943.2771,0.0,4.1776,16.4499,687.7442
20260923T092857Z,2026-09-23T09:28:57Z,weather-bracket,WeatherCatalyst,7714.2014,8,8,0.0,7714.2014,-612.1092,93.9114,124.1203,0.0
20260923T092857Z,2026-09-23T09:28:57Z,weather-fade,WeatherFader,8717.0905,8,8,730.49,9447.5805,0.0,9.4685,21.815,730.49
20260923T092857Z,2026-09-23T09:28:57Z,heat-confirm,HeatConfirm,9415.2219,8,8,197.3992,9612.6211,-88.1715,37.9854,90.808,197.3992
20260923T092857Z,2026-09-23T09:28:57Z,fda-premium,FDAReaction,3923.8181,8,8,1152.2147,5076.0328,0.0,26.6905,186.5278,1152.2147
20260923T092857Z,2026-09-23T09:28:57Z,game-favourite,GridironPulse,15276.0399,0,0,0.0,15276.0399,5276.0399,289.7709,31.5504,0.0
20260923T092857Z,2026-09-23T09:28:57Z,underdog-sweep,SportsPredLab,0.3132,0,0,0.0,0.3132,-9999.6868,386.2332,1363.9207,0.0
20260923T092857Z,2026-09-23T09:28:57Z,halftime-hype,HalftimeHype,32121.5071,0,0,0.0,32121.5071,22121.5071,379.3779,974.6599,0.0
20260923T092857Z,2026-09-23T09:28:57Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T092857Z,2026-09-23T09:28:57Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T092857Z,2026-09-23T09:28:57Z,gold-leader,MetalMomentum,5000.4446,0,0,0.0,5000.4446,-4999.5554,78.0454,85.6269,0.0
20260923T092857Z,2026-09-23T09:28:57Z,micro-tail,TailSprint15,8683.0423,0,0,0.0,8683.0423,-1316.9577,83.7331,492.4218,0.0
20260923T092857Z,2026-09-23T09:28:57Z,scalp-8095,HighProbScalp,10545.0014,2,2,308.76,10853.7614,867.6513,69.9241,86.7499,308.76
20260923T092857Z,2026-09-23T09:28:57Z,panic-fade,PanicFader,62.993,0,0,0.0,62.993,-9937.007,718.2258,697.3098,0.0
20260923T092857Z,2026-09-23T09:28:57Z,longshot-fader,LongshotFader,2740.964,5,5,12296.06,15037.024,5495.7472,462.1765,144.7692,12296.06
20260923T092857Z,2026-09-23T09:28:57Z,injury-fade,InjuryFade,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T092857Z,2026-09-23T09:28:57Z,tipoff-triage,TipoffTriage,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T092857Z,2026-09-23T09:28:57Z,nowcast-nudge,NowcastNudge,1250.1896,3,3,7481.91,8732.0996,0.0,284.0576,291.501,7481.91
20260923T092857Z,2026-09-23T09:28:57Z,leap-mapper,LeapMapper,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T142027Z,2026-09-23T14:20:27Z,book-edge,BookRocket,51.644,8,8,7226.6084,7278.2524,3062.9968,904.0927,363.5216,7226.6084
20260923T142027Z,2026-09-23T14:20:27Z,tick-chaser,TickChaser,2.8708,6,6,267.61,270.4808,-9716.066,1177.5061,82.1349,267.61
20260923T142027Z,2026-09-23T14:20:27Z,tail-sprint,TailSprint,0.1093,3,3,0.62,0.7293,-9997.2959,712.1797,1489.5215,0.62
20260923T142027Z,2026-09-23T14:20:27Z,depth-diver,DepthDiver,5.8011,8,8,1236.02,1241.8211,-8399.2954,471.5779,92.7388,1236.02
20260923T142027Z,2026-09-23T14:20:27Z,dip-hunter,DipHunter,0.0344,8,8,396.99,397.0244,-8362.8154,546.5729,2399.1866,396.99
20260923T142027Z,2026-09-23T14:20:27Z,spike-surfer,SpikeSurfer,4203.4753,7,7,8795.8226,12999.2979,3522.0655,682.2845,281.5319,8795.8226
20260923T142027Z,2026-09-23T14:20:27Z,sure-thing,SureThing,11954.1921,1,1,307.51,12261.7021,2273.7778,158.9404,115.7928,307.51
20260923T142027Z,2026-09-23T14:20:27Z,yield-sniper,YieldSniper,453.6285,8,8,9514.54,9968.1685,62.7541,12.8943,31.8248,9514.54
20260923T142027Z,2026-09-23T14:20:27Z,pinepilot,PinePilotX,113.7061,8,8,8998.9301,9112.6362,0.0,309.2201,45.9669,8998.9301
20260923T142027Z,2026-09-23T14:20:27Z,ceo-fav,CEOExitFav,9255.5329,3,3,616.8856,9872.4185,0.0,4.1776,16.4499,616.8856
20260923T142027Z,2026-09-23T14:20:27Z,weather-bracket,WeatherCatalyst,8519.3423,2,2,223.5688,8742.9111,-1209.6486,106.8889,149.2322,223.5688
20260923T142027Z,2026-09-23T14:20:27Z,weather-fade,WeatherFader,8959.0232,6,6,1044.885,10003.9082,49.899,11.4258,22.815,1044.885
20260923T142027Z,2026-09-23T14:20:27Z,heat-confirm,HeatConfirm,9253.9249,6,6,293.1374,9547.0623,-342.2562,45.6224,99.0382,293.1374
20260923T142027Z,2026-09-23T14:20:27Z,fda-premium,FDAReaction,3923.8181,8,8,1126.159,5049.9771,0.0,26.6905,186.5278,1126.159
20260923T142027Z,2026-09-23T14:20:27Z,game-favourite,GridironPulse,15276.0399,0,0,0.0,15276.0399,5276.0399,289.7709,31.5504,0.0
20260923T142027Z,2026-09-23T14:20:27Z,underdog-sweep,SportsPredLab,0.3132,0,0,0.0,0.3132,-9999.6868,386.2332,1363.9207,0.0
20260923T142027Z,2026-09-23T14:20:27Z,halftime-hype,HalftimeHype,32121.5071,0,0,0.0,32121.5071,22121.5071,379.3779,974.6599,0.0
20260923T142027Z,2026-09-23T14:20:27Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T142027Z,2026-09-23T14:20:27Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T142027Z,2026-09-23T14:20:27Z,gold-leader,MetalMomentum,2500.3563,1,1,2422.76,4923.1163,-4999.5554,120.958,87.3032,2422.76
20260923T142027Z,2026-09-23T14:20:27Z,micro-tail,TailSprint15,8683.0423,0,0,0.0,8683.0423,-1316.9577,83.7331,492.4218,0.0
20260923T142027Z,2026-09-23T14:20:27Z,scalp-8095,HighProbScalp,10715.4232,0,0,0.0,10715.4232,715.4232,70.4223,87.0909,0.0
20260923T142027Z,2026-09-23T14:20:27Z,panic-fade,PanicFader,8.0697,2,2,21.07,29.1397,-9968.4442,721.3851,697.3098,21.07
20260923T142027Z,2026-09-23T14:20:27Z,longshot-fader,LongshotFader,715.5616,7,7,14380.98,15096.5416,5612.5399,479.8806,148.5992,14380.98
20260923T142027Z,2026-09-23T14:20:27Z,injury-fade,InjuryFade,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T142027Z,2026-09-23T14:20:27Z,tipoff-triage,TipoffTriage,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T142027Z,2026-09-23T14:20:27Z,nowcast-nudge,NowcastNudge,724.1005,4,4,7998.5372,8722.6377,0.0,287.7147,291.501,7998.5372
20260923T142027Z,2026-09-23T14:20:27Z,leap-mapper,LeapMapper,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T183407Z,2026-09-23T18:34:07Z,book-edge,BookRocket,51.644,8,8,7227.8384,7279.4824,3062.9968,904.0927,363.5216,7227.8384
20260923T183407Z,2026-09-23T18:34:07Z,tick-chaser,TickChaser,1.2986,8,8,268.58,269.8786,-9716.066,1177.5183,82.1349,268.58
20260923T183407Z,2026-09-23T18:34:07Z,tail-sprint,TailSprint,0.0344,4,4,0.12,0.1844,-9997.3387,712.1846,1489.5215,0.15
20260923T183407Z,2026-09-23T18:34:07Z,depth-diver,DepthDiver,5.8011,8,8,1240.58,1246.3811,-8399.2954,471.5779,92.7388,1240.58
20260923T183407Z,2026-09-23T18:34:07Z,dip-hunter,DipHunter,0.0344,8,8,494.19,494.2244,-8362.8154,546.5729,2399.1866,494.19
20260923T183407Z,2026-09-23T18:34:07Z,spike-surfer,SpikeSurfer,2102.4812,8,8,10706.3325,12808.8137,3522.0655,698.3386,281.5319,10706.3325
20260923T183407Z,2026-09-23T18:34:07Z,sure-thing,SureThing,12458.666,1,1,307.51,12766.176,2778.2517,193.5367,127.6076,307.51
20260923T183407Z,2026-09-23T18:34:07Z,yield-sniper,YieldSniper,453.6285,8,8,9523.78,9977.4085,62.7541,12.8943,31.8248,9523.78
20260923T183407Z,2026-09-23T18:34:07Z,pinepilot,PinePilotX,113.7061,8,8,9966.5589,10080.265,0.0,309.2201,45.9669,9966.5589
20260923T183407Z,2026-09-23T18:34:07Z,ceo-fav,CEOExitFav,9255.5329,3,3,691.0798,9946.6127,0.0,4.1776,16.4499,691.0798
20260923T183407Z,2026-09-23T18:34:07Z,weather-bracket,WeatherCatalyst,7941.1337,4,4,84.7434,8376.8131,-1209.6486,143.2322,280.6476,435.6794
20260923T183407Z,2026-09-23T18:34:07Z,weather-fade,WeatherFader,7163.4431,8,8,2614.771,9778.2141,49.899,34.2343,87.229,2614.771
20260923T183407Z,2026-09-23T18:34:07Z,heat-confirm,HeatConfirm,9161.9281,6,6,471.5611,9633.4892,-407.1218,50.7698,108.4964,471.5611
20260923T183407Z,2026-09-23T18:34:07Z,fda-premium,FDAReaction,3923.8181,8,8,1350.0718,5273.8899,0.0,26.6905,186.5278,1350.0718
20260923T183407Z,2026-09-23T18:34:07Z,game-favourite,GridironPulse,3819.4623,2,2,11157.17,14976.6323,5276.0399,447.9485,31.5504,11157.17
20260923T183407Z,2026-09-23T18:34:07Z,underdog-sweep,SportsPredLab,0.3132,0,0,0.0,0.3132,-9999.6868,386.2332,1363.9207,0.0
20260923T183407Z,2026-09-23T18:34:07Z,halftime-hype,HalftimeHype,32121.5071,0,0,0.0,32121.5071,22121.5071,379.3779,974.6599,0.0
20260923T183407Z,2026-09-23T18:34:07Z,score-pulse,ScorePulse,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T183407Z,2026-09-23T18:34:07Z,fda-record,FdaRecordCheck,10000.0,0,0,0.0,10000.0,0.0,0.0,0.0,0.0
20260923T183407Z,2026-09-23T18:34:07Z,gold-leader,MetalMomentum,5774.3563,0,0,0.0,5774.3563,-4225.6437,120.958,87.3032,0.0
20260923T183407Z,2026-09-23T18:34:07Z,micro-tail,TailSprint15,8653.3212,0,0,0.0,8653.3212,-1346.6788,85.6142,503.4621,0.0
20260923T183407Z,2026-09-23T18:34:07Z,scalp-8095,HighProbScalp,8177.3811,2,2,2406.54,10583.9211,715.4232,107.9044,149.2907,2406.54
